name,object_id,epoch,mean_motion,eccentricity,inclination,ra_of_asc_node,arg_of_pericenter,mean_anomaly,ephemeris_type,classification_type,norad_cat_id,element_set_no,rev_at_epoch,bstar,mean_motion_dot,mean_motion_ddot,launch_country
STARLINK-31398,2024-064T,2024-05-04 14:00:01.000224+00:00,15.40661169,0.0001948,42.9996,294.8747,268.2006,90.2229,0,U,59415,999,576,0.0010418,0.00043407,0.0,Thailand
HAWK-8A,2024-066B,2024-05-04 19:33:04.101984+00:00,14.92216235,0.0006281,45.6003,297.2266,258.9024,101.1148,0,U,59443,999,400,6.1603e-05,4.19e-06,0.0,Syrian Arab Republic
HAWK-8B,2024-066D,2024-05-03 13:03:03.168288+00:00,14.92241749,0.0006363,45.6202,303.7784,251.8847,108.1339,0,U,59445,999,380,0.0004193,4.121e-05,0.0,South Georgia and the South Sandwich Islands
STARLINK-31531,2024-068Y,2024-05-04 18:28:12.086976+00:00,15.50566947,0.0001981,42.9977,272.6418,20.819,339.275,0,U,59477,999,508,0.00014363,8.089e-05,0.0,Bosnia and Herzegovina
DUMMY SAT 3,2024-069A,2024-05-03 10:00:17.032320+00:00,0.98609433,0.0048683,0.0901,70.3165,128.2489,161.2679,0,U,59479,999,16,0.0,-2.06e-06,0.0,Bosnia and Herzegovina
STARLINK-31657,2024-071D,2024-05-04 12:00:00.999648+00:00,15.51774162,0.0001219,42.9994,233.028,282.1132,227.8452,0,U,59487,999,458,-0.032013,-0.01745962,0.0,Mayotte
STARLINK-31742,2024-071R,2024-05-04 20:00:01.999872+00:00,15.50444008,0.0001351,42.9994,231.0258,266.2066,326.6266,0,U,59499,999,458,-0.031185,-0.01633881,0.0,Thailand
STARLINK-31458,2024-071T,2024-05-04 12:00:00.999648+00:00,15.51730822,0.0001356,42.9994,232.9687,275.9345,257.1363,0,U,59501,999,453,-0.032079,-0.01746792,0.0,Tajikistan
2024-072A,2024-072A,2024-05-03 19:18:41.702976+00:00,15.22660422,1.18e-05,97.4865,199.9243,42.5674,317.5572,0,U,59510,999,283,0.00057671,0.00013368,0.0,Iraq
STARLINK-31664,2024-073D,2024-05-04 22:00:01.999584+00:00,15.67969797,0.0001131,43.0009,200.6093,275.5657,240.6548,0,U,59514,999,381,-0.017575,-0.0175519,0.0,Syrian Arab Republic
STARLINK-31624,2024-073X,2024-05-04 22:00:01.999584+00:00,15.79062914,0.0001466,43.0008,199.4332,273.3811,350.9073,0,U,59532,999,390,-0.0061789,-0.01009701,0.0,Bermuda
STARLINK-31556,2024-074L,2024-05-04 14:00:01.000224+00:00,15.73783761,0.0001977,43.0005,228.1847,270.4675,92.7887,0,U,59544,999,365,0.00031334,0.00045357,0.0,Philippines
STARLINK-31724,2024-074W,2024-05-04 14:00:01.000224+00:00,15.73800688,0.0001036,43.0002,228.1382,234.6113,146.6835,0,U,59554,999,355,2.5562e-05,3.254e-05,0.0,Norfolk Island
1998-067WK,1998-067WK,2024-05-04 10:05:02.027040+00:00,15.55079017,0.0006995,51.6362,172.1009,69.8777,290.2966,0,U,59560,999,244,0.00099272,0.00068202,0.0,Guinea-Bissau
1998-067WQ,1998-067WQ,2024-05-04 04:00:58.722912+00:00,15.5419306,0.0005108,51.637,173.4131,56.5435,303.6043,0,U,59597,999,246,0.00073853,0.00048845,0.0,Egypt
STARLINK-31771,2024-080V,2024-05-04 04:00:00.999936+00:00,15.89604475,0.0001712,43.0044,294.0086,274.3006,95.6856,0,U,59620,999,200,-0.004197,-0.01127726,0.0,Syrian Arab Republic
