name,object_id,epoch,mean_motion,eccentricity,inclination,ra_of_asc_node,arg_of_pericenter,mean_anomaly,ephemeris_type,classification_type,norad_cat_id,element_set_no,rev_at_epoch,bstar,mean_motion_dot,mean_motion_ddot,launch_country
STARLINK-1635,2020-057BH,2024-05-04 21:38:03.363648+00:00,15.0639304,0.0001775,53.0557,81.3671,97.8085,262.3106,0,U,46172,999,20544,1.0483e-05,-1.25e-06,0.0,Bolivia
GNOMES-1,2020-059B,2024-05-03 21:31:32.366496+00:00,14.93058631,0.0006063,97.8551,323.4848,56.4654,303.7143,0,U,46266,999,19973,0.00037665,3.865e-05,0.0,Norfolk Island
ION-MK01,2020-061C,2024-05-03 22:17:25.701216+00:00,15.28934467,0.0003701,97.3029,189.6091,223.7456,136.3491,0,U,46274,999,20321,0.00039361,0.00010996,0.0,Norfolk Island
STARLINK-1710,2020-062F,2024-05-04 10:58:29.102592+00:00,15.06387484,0.000114,53.0548,143.3599,99.287,260.8247,0,U,46330,999,20297,-8.9966e-05,-1.621e-05,0.0,China
STARLINK-1750,2020-062N,2024-05-04 05:18:46.784448+00:00,15.06392573,0.0001554,53.0533,144.4223,107.958,252.1578,0,U,46337,999,20311,-0.0001783,-2.936e-05,0.0,Norfolk Island
STARLINK-1762,2020-062T,2024-05-04 08:43:08.451264+00:00,15.06388001,0.0001359,53.0525,163.7829,91.9262,268.1883,0,U,46342,999,20285,-3.6497e-05,-8.25e-06,0.0,Iraq
STARLINK-1653,2020-062AD,2024-05-04 04:41:38.204448+00:00,15.06389031,0.0001227,53.0526,144.5348,98.8697,261.243,0,U,46352,999,20311,-6.9928e-06,-3.85e-06,0.0,Egypt
YARILO 1,2020-068E,2024-05-04 10:40:09.367968+00:00,15.26540883,0.0014385,97.8086,90.4327,88.0894,272.1991,0,U,46490,999,19816,0.00077794,0.00020348,0.0,Nepal
LACUNASAT-3,2020-068G,2024-05-04 20:46:05.318976+00:00,15.28268874,0.0014153,97.8061,91.3563,85.8477,274.4378,0,U,46492,999,19824,0.00097072,0.00026799,0.0,Philippines
LEMUR-2-DAYWZAGOODDAY,2020-068R,2024-05-04 04:56:58.989984+00:00,15.36159014,0.0010774,97.7904,91.8073,93.4081,266.8394,0,U,46501,999,19821,0.00089422,0.00031568,0.0,Norfolk Island
STARLINK-1705,2020-070AZ,2024-05-04 12:36:00.575424+00:00,15.06396259,0.0001402,53.0535,308.0571,92.2815,267.8334,0,U,46579,999,19808,0.00015445,2.02e-05,0.0,Guinea-Bissau
STARLINK-1749,2020-070BK,2024-05-04 12:07:29.046720+00:00,15.06396112,0.000101,53.0532,303.1482,76.4406,283.6695,0,U,46589,999,19817,0.00018926,2.539e-05,0.0,Bolivia
STARLINK-1775,2020-073M,2024-05-04 17:39:13.274784+00:00,15.06389905,0.0001395,53.0549,42.1148,97.4874,262.6273,0,U,46681,999,19581,0.00014694,1.907e-05,0.0,Thailand
STARLINK-1801,2020-073AH,2024-05-04 21:00:13.803264+00:00,15.06400628,0.0001068,53.0551,26.4851,71.2425,288.8679,0,U,46701,999,19605,0.00027298,3.787e-05,0.0,French Polynesia
STARLINK-1910,2020-074K,2024-05-04 15:57:43.340544+00:00,15.06392404,0.0001196,53.0527,107.4293,93.775,266.3376,0,U,46748,999,19510,4.4547e-05,3.82e-06,0.0,Djibouti
STARLINK-1932,2020-074AH,2024-05-04 17:28:41.094624+00:00,15.06403363,0.0001206,53.0535,122.6937,85.917,274.1957,0,U,46770,999,19489,3.7293e-05,2.74e-06,0.0,Bolivia
STARLINK-1798,2020-074AS,2024-05-04 05:27:23.886720+00:00,15.06403299,0.0001428,53.0542,99.3934,88.602,271.5132,0,U,46779,999,19487,8.83e-05,1.034e-05,0.0,Thailand
KSM1-B,2020-081K,2024-05-04 13:56:22.361568+00:00,15.07851279,0.0009791,36.9017,91.1386,297.9088,62.0663,0,U,46914,999,19090,0.00038985,6.022e-05,0.0,Norfolk Island
STARLINK-1871,2020-088AM,2024-05-04 21:34:44.082912+00:00,15.06400297,0.0001795,53.0537,86.376,99.5334,260.5858,0,U,47157,999,19053,3.2163e-05,1.97e-06,0.0,Bolivia
STARLINK-1888,2020-088BB,2024-05-04 13:38:21.319584+00:00,15.06417094,0.0001403,53.0532,77.863,80.1978,279.9169,0,U,47171,999,19066,0.00011829,1.482e-05,0.0,Iraq
ONEWEB-0110,2020-100C,2024-05-04 17:47:42.052416+00:00,13.12443144,0.0002154,87.8931,144.6392,96.6826,263.4547,0,U,47260,999,16327,0.0011178,4.15e-06,0.0,Guinea-Bissau
ONEWEB-0140,2020-100AE,2024-05-04 13:04:05.832480+00:00,13.12443445,0.0002201,87.8932,144.6749,95.1914,264.9466,0,U,47286,999,16320,-0.0011046,-3.85e-06,0.0,Guinea-Bissau
ONEWEB-0147,2020-100AM,2024-05-04 11:50:55.362912+00:00,13.12443298,0.0002304,87.893,144.6828,99.4546,260.6843,0,U,47293,999,16308,0.00095568,3.57e-06,0.0,Mayotte
STARLINK-2047,2021-005G,2024-05-04 12:08:09.102624+00:00,15.06391966,0.0001308,53.0533,158.1427,92.2933,267.8206,0,U,47355,999,18278,-3.0063e-05,-7.29e-06,0.0,Norfolk Island
STARLINK-2097,2021-005AE,2024-05-04 11:45:36.415584+00:00,15.06381291,0.0001203,53.0526,208.2141,89.1124,271.0002,0,U,47377,999,18142,-0.00012732,-2.176e-05,0.0,Norfolk Island
STARLINK-2120,2021-005BB,2024-05-04 04:02:29.495616+00:00,15.06391885,0.0001365,53.0524,179.6581,90.2408,269.8738,0,U,47398,999,18240,-2.7695e-05,-6.94e-06,0.0,Bahamas
ICEYE-X8,2021-006DB,2024-05-04 20:20:45.544704+00:00,15.31155225,0.0006757,97.3412,181.2839,45.026,315.1528,0,U,47510,999,18169,0.00048067,0.00014411,0.0,Syrian Arab Republic
ASTROCAST-0105,2021-006DH,2024-05-04 19:58:52.201632+00:00,15.25262247,0.0006174,97.3345,176.7303,72.7703,287.421,0,U,47517,999,18145,0.000692,0.00017366,0.0,Bahamas
FLOCK 4S-14,2021-006DU,2024-05-04 03:41:11.979168+00:00,15.49487553,0.0002454,97.3408,189.9656,342.9334,17.1834,0,U,47528,999,18311,0.001392,0.00077169,0.0,Norfolk Island
STARLINK-1806,2021-009B,2024-05-04 09:28:55.123680+00:00,15.06388716,0.0001472,53.052,158.6404,79.8367,280.2788,0,U,47549,999,17991,4.1901e-05,3.43e-06,0.0,French Polynesia
STARLINK-1940,2021-009E,2024-05-04 11:20:22.907040+00:00,15.06389882,0.0001904,53.053,158.2933,42.2069,317.9066,0,U,47552,999,17992,-1.822e-05,-5.53e-06,0.0,Bolivia
STARLINK-2003,2021-009BC,2024-05-04 11:41:37.326048+00:00,15.06388478,0.0001165,53.0537,158.2231,94.7495,265.3627,0,U,47598,999,17993,-1.5137e-05,-5.07e-06,0.0,Syrian Arab Republic
STARLINK-1655,2021-012D,2024-05-04 12:11:28.320288+00:00,15.06397881,0.0001209,53.0534,153.1347,95.4963,264.6164,0,U,47623,999,17877,-2.007e-05,-5.8e-06,0.0,Bolivia
STARLINK-1974,2021-012K,2024-05-04 15:21:53.032896+00:00,15.06397196,0.0001589,53.0538,97.5418,87.1944,272.9227,0,U,47629,999,17955,4.3318e-05,3.64e-06,0.0,Norfolk Island
STARLINK-2027,2021-012AB,2024-05-04 10:28:40.980288+00:00,15.06384174,0.0001252,53.0524,188.694,95.3503,264.7629,0,U,47645,999,17825,-0.00013472,-2.287e-05,0.0,French Southern Territories
STARLINK-2032,2021-012AF,2024-05-04 11:41:36.769632+00:00,15.06383492,0.0001155,53.0543,198.2287,102.065,258.0468,0,U,47649,999,17813,-0.00025428,-4.065e-05,0.0,Thailand
STARLINK-2058,2021-012AZ,2024-05-04 12:32:02.614272+00:00,15.06379887,0.0001405,53.0543,218.0685,97.6252,262.4897,0,U,47667,999,17785,-0.00011879,-2.049e-05,0.0,Latvia
STARLINK-2185,2021-017AX,2024-05-04 21:04:13.214208+00:00,15.06389602,0.0001688,53.0555,356.4755,107.7092,252.4081,0,U,47767,999,17554,-0.00017006,-2.813e-05,0.0,Norfolk Island
STARLINK-2314,2021-018B,2024-05-04 21:26:06.653184+00:00,15.0638853,0.0001309,53.0548,11.4083,85.1605,274.9534,0,U,47788,999,17505,-0.00021776,-3.522e-05,0.0,Bhutan
STARLINK-2388,2021-018W,2024-05-04 20:31:03.899136+00:00,15.06370903,0.000136,53.0539,6.5809,103.861,256.2531,0,U,47807,999,17510,-0.00023369,-3.758e-05,0.0,Syrian Arab Republic
STARLINK-2422,2021-018AX,2024-05-04 17:47:49.320384+00:00,15.06399256,0.0001795,53.0523,37.0863,96.1866,263.9328,0,U,47832,999,17468,0.00012099,1.521e-05,0.0,China
STARLINK-2431,2021-018BE,2024-05-04 20:20:27.193344+00:00,15.06388843,0.000127,53.055,6.6126,101.0742,259.039,0,U,47839,999,17512,0.000647,9.366e-05,0.0,Bhutan
STARLINK-2323,2021-021J,2024-05-04 21:14:49.729920+00:00,15.06386554,0.000144,53.0549,356.4439,76.9751,283.1399,0,U,47868,999,17500,-0.0002675,-4.262e-05,0.0,French Southern Territories
STARLINK-2348,2021-021AE,2024-05-04 12:10:46.678080+00:00,15.06411112,0.0001839,53.0542,58.1337,92.836,267.2839,0,U,47888,999,17410,0.00010952,1.35e-05,0.0,Egypt
GRUS-1D,2021-022E,2024-05-04 19:51:45.491904+00:00,14.96055781,0.0019141,97.6324,20.0707,43.9619,316.3121,0,U,47936,999,17013,0.00018434,2.02e-05,0.0,Latvia
ELSA-D,2021-022N,2024-05-04 05:16:21.016416+00:00,15.24904643,0.001105,97.4666,25.2643,282.3103,77.6897,0,U,47944,999,17200,0.00052591,0.00013046,0.0,Norfolk Island
STECCO,2021-022AG,2024-05-04 20:04:04.035648+00:00,15.48605515,0.0004445,97.4663,33.6197,208.8162,151.2844,0,U,47962,999,17139,0.0013906,0.00074747,0.0,French Polynesia
STARLINK-2305,2021-024N,2024-05-04 04:29:41.483616+00:00,15.06390888,0.0001497,53.055,34.588,103.543,256.5726,0,U,47989,999,17363,9.6952e-06,-1.37e-06,0.0,Syrian Arab Republic
STARLINK-2265,2021-024AB,2024-05-04 11:29:43.587744+00:00,15.0638548,0.0001301,53.054,48.5841,89.8845,270.2293,0,U,48002,999,17346,-1.5013e-05,-5.05e-06,0.0,Norfolk Island
STARLINK-2295,2021-024BM,2024-05-04 05:35:21.412608+00:00,15.06405692,0.000146,53.0542,119.3656,87.9665,272.1491,0,U,48036,999,17244,8.9407e-05,1.051e-05,0.0,Egypt
ONEWEB-0157,2021-025P,2024-05-04 20:59:10.971456+00:00,13.13470779,0.000214,87.8891,114.161,82.3238,277.8134,0,U,48055,999,15206,0.00095392,3.61e-06,0.0,China
ONEWEB-0151,2021-025AA,2024-05-03 22:55:58.677600+00:00,13.134701,0.0002062,87.889,114.3475,92.5508,267.5857,0,U,48066,999,15195,0.00087399,3.32e-06,0.0,Syrian Arab Republic
GAOFEN-12 02,2021-026A,2024-05-04 20:55:55.376544+00:00,14.81156731,0.0001373,97.9496,117.9081,66.9274,293.2083,0,U,48079,999,16733,0.00011111,8.11e-06,0.0,Tajikistan
BEESAT-5,2021-022AM,2024-05-04 16:35:38.623200+00:00,15.61765746,0.0004672,97.4209,32.9512,174.5612,185.5697,0,U,48083,999,17152,0.0016507,0.00144892,0.0,Nepal
STARLINK-2469,2021-027AN,2024-05-04 12:06:49.974048+00:00,15.06384289,0.0001418,53.0546,248.2353,93.5747,266.5404,0,U,48128,999,17138,-0.00039497,-6.157e-05,0.0,Latvia
STARLINK-2489,2021-027BG,2024-05-04 22:00:01.999584+00:00,15.7303021,0.0002008,53.0501,301.1491,304.1901,326.0705,0,U,48146,999,17068,0.0017714,0.00253842,0.0,Djibouti
ONEWEB-0184,2021-031B,2024-05-04 20:54:54.179424+00:00,13.14504375,0.0002515,87.8936,83.5511,107.8443,252.2961,0,U,48211,999,14669,0.00051492,2.04e-06,0.0,French Polynesia
ONEWEB-0193,2021-031AE,2024-05-03 22:50:27.299904+00:00,13.14501652,0.0002082,87.8938,83.7566,87.9949,272.1419,0,U,48238,999,14659,0.00054166,2.14e-06,0.0,Bermuda
STARLINK-2542,2021-036S,2024-05-04 13:29:07.615680+00:00,15.06387384,0.0001077,53.0537,228.0561,88.1378,271.9734,0,U,48292,999,16728,-9.9375e-05,-1.761e-05,0.0,Mayotte
STARLINK-2537,2021-036AB,2024-05-04 13:48:59.539968+00:00,15.06388426,0.0001336,53.0533,237.8311,99.5168,260.5972,0,U,48301,999,16714,-8.6142e-05,-1.564e-05,0.0,Norfolk Island
STARLINK-2674,2021-038B,2024-05-04 01:11:18.489120+00:00,15.0639496,0.0001477,53.0527,150.1917,89.0228,271.093,0,U,48354,999,16593,3.102e-05,1.81e-06,0.0,Bosnia and Herzegovina
STARLINK-2604,2021-038X,2024-05-04 18:22:23.522592+00:00,15.06390696,0.0001257,53.0538,137.322,81.1891,278.924,0,U,48374,999,16617,9.0969e-05,1.074e-05,0.0,Iraq
STARLINK-2612,2021-038AC,2024-05-03 18:50:27.438720+00:00,15.06404632,0.0001006,53.053,141.3799,85.6085,274.5018,0,U,48379,999,16544,6.4453e-05,6.79e-06,0.0,French Southern Territories
STARLINK-2590,2021-038AW,2024-05-03 17:48:06.326496+00:00,15.06403851,0.0001532,53.0528,131.5732,87.7601,272.3563,0,U,48397,999,16679,0.00015377,2.01e-05,0.0,Bolivia
YAOGAN-30 09A,2021-039A,2024-05-04 21:17:24.677952+00:00,14.94856511,0.0004967,34.999,40.4606,188.2289,171.8336,0,U,48423,999,16342,0.00032332,3.565e-05,0.0,French Polynesia
STARLINK-2644,2021-040Q,2024-05-04 18:55:30.878976+00:00,15.06395611,0.0001266,53.0542,326.875,89.3544,270.759,0,U,48442,999,16633,1.8664e-05,-3e-08,0.0,Mayotte
STARLINK-2652,2021-040Z,2024-05-04 18:15:00.827136+00:00,15.69732636,2.7e-05,53.0524,304.2271,75.5167,284.5879,0,U,48451,999,16664,3.6044e-06,-1.51e-06,0.0,Bahamas
STARLINK-2675,2021-040AU,2024-05-04 20:20:28.009824+00:00,15.05572559,0.0001385,53.0533,336.7733,91.1824,268.9323,0,U,48470,999,16620,-9.7926e-05,-1.705e-05,0.0,Nepal
STARLINK-2166,2021-041F,2024-05-04 10:06:03.657024+00:00,15.06394001,0.0001499,53.0522,278.5245,81.0443,279.0715,0,U,48558,999,16397,0.00018214,2.432e-05,0.0,South Georgia and the South Sandwich Islands
STARLINK-2222,2021-041V,2024-05-04 20:52:16.913280+00:00,15.06390143,0.0001392,53.0543,286.5106,90.696,269.4189,0,U,48572,999,16390,-3.5738e-05,-8.14e-06,0.0,Syrian Arab Republic
STARLINK-2242,2021-041AL,2024-05-04 17:25:16.705056+00:00,15.0639463,0.0001423,53.0535,287.1587,88.0307,272.0845,0,U,48587,999,16387,-2.5964e-05,-6.68e-06,0.0,Saint Martin
SBIRS GEO-5 (USA 315),2021-042A,2024-05-04 20:29:42.710784+00:00,1.0027255,0.0001831,6.2159,325.6204,70.1571,155.7697,0,U,48618,999,1097,0.0,1.03e-06,0.0,French Polynesia
STARLINK-2704,2021-044F,2024-05-04 13:27:43.519968+00:00,15.06388238,0.0001639,53.0542,267.8884,107.9602,252.1566,0,U,48643,999,16300,-0.00013637,-2.312e-05,0.0,Tajikistan
STARLINK-2653,2021-044AD,2024-05-04 16:44:01.904064+00:00,15.70958339,8.17e-05,53.0521,235.1195,60.7973,299.3125,0,U,48665,999,16347,0.001407,0.00182989,0.0,Philippines
ONEWEB-0247,2021-045L,2024-05-04 20:56:19.610016+00:00,13.15549685,0.0001614,87.9056,53.1041,116.4512,243.6784,0,U,48777,999,14386,0.00041781,1.7e-06,0.0,Tajikistan
ONEWEB-0246,2021-045V,2024-05-04 05:13:58.721664+00:00,13.1555064,0.0001758,87.9048,53.1948,82.0205,278.1125,0,U,48786,999,14363,-0.0001399,-4e-07,0.0,Egypt
FENGYUN 4B,2021-047A,2024-05-04 01:42:42.798816+00:00,1.00267653,0.000574,0.1329,289.1817,194.6826,228.922,0,U,48808,999,1079,0.0,-3.32e-06,0.0,Norfolk Island
PAINANI-2,2021-059BB,2024-05-04 09:43:55.281216+00:00,15.45016359,0.0008403,97.6364,277.0509,208.1206,151.9589,0,U,48928,999,15874,0.00071904,0.0003397,0.0,Philippines
DEMO8 (TENZING),2021-059CA,2024-05-04 21:02:42.412128+00:00,15.25287749,0.0012389,97.6464,270.2652,233.6928,126.3166,0,U,48951,999,15833,0.0003625,9.07e-05,0.0,Thailand
ARTHUR-1,2021-059CC,2024-05-04 20:33:40.651200+00:00,15.31250846,0.0009895,97.638,273.3345,219.6379,140.4139,0,U,48953,999,15857,0.0004328,0.0001301,0.0,Philippines
ASTROCAST-0203,2021-059CE,2024-05-04 04:53:07.113120+00:00,15.28594238,0.0011311,97.6252,269.7229,225.3236,134.7083,0,U,48955,999,15833,0.00034169,9.445e-05,0.0,Iraq
ONEWEB-0252,2021-060D,2024-05-04 17:43:43.337856+00:00,13.16595824,0.0001688,87.9149,22.7235,81.0626,279.0696,0,U,48970,999,13917,-4.3387e-05,-4e-08,0.0,Iraq
ONEWEB-0274,2021-060AB,2024-05-04 10:32:50.168256+00:00,13.16595578,0.0001289,87.9156,22.805,78.4858,281.6418,0,U,48992,999,13911,-0.00038648,-1.35e-06,0.0,Saint Martin
ONEWEB-0278,2021-060AF,2024-05-04 18:27:03.112992+00:00,13.16593713,0.0002169,87.9147,22.7182,77.9298,282.2076,0,U,48996,999,13923,0.00029391,1.25e-06,0.0,French Polynesia
YAOGAN-30 11C,2021-065D,2024-05-04 19:14:54.362112+00:00,14.94890265,0.0004905,34.9948,282.1684,357.8768,2.1916,0,U,49029,999,15251,0.00032561,3.593e-05,0.0,Saint Martin
ONEWEB-0296,2021-075L,2024-05-03 19:36:36.480960+00:00,13.12442243,0.0002707,87.8936,144.8389,81.3574,278.7861,0,U,49085,999,13300,0.0011236,4.17e-06,0.0,Mayotte
ONEWEB-0323,2021-075AH,2024-05-03 18:39:23.713056+00:00,13.1244299,0.0002071,87.8933,144.8353,86.048,274.0885,0,U,49106,999,13297,-0.0019377,-6.84e-06,0.0,South Georgia and the South Sandwich Islands
GAOFEN-5 02,2021-079A,2024-05-04 19:43:40.931328+00:00,14.57709991,0.0002214,98.1797,201.7285,157.7692,202.3603,0,U,49122,999,14141,0.00011658,4.87e-06,0.0,Tajikistan
STARLINK-3081,2021-082Y,2024-05-04 04:59:58.306272+00:00,14.98325157,0.00032,69.9986,155.05,269.1548,90.9244,0,U,49152,999,14706,-9.4686e-05,-1.222e-05,0.0,Djibouti
ONEWEB-0349,2021-090C,2024-05-04 05:17:43.181088+00:00,13.20770812,0.0002254,87.9203,68.4421,77.4493,282.6892,0,U,49281,999,12895,1.3533e-05,1.8e-07,0.0,Tajikistan
JILIN-1 GAOFEN 2F,2021-097A,2024-05-04 21:03:02.824992+00:00,15.21683554,0.0008656,97.5824,238.9374,329.7422,30.3312,0,U,49338,999,13923,0.0004569,0.0001028,0.0,Bermuda
YAOGAN-32 02A,2021-099A,2024-05-04 20:56:05.701344+00:00,14.61294826,0.00017,98.195,250.1229,107.8442,252.2944,0,U,49383,999,13329,0.00027965,1.334e-05,0.0,Bermuda
YAOGAN-32 02B,2021-099B,2024-05-04 20:55:54.773472+00:00,14.61294166,0.0001488,98.1963,250.262,102.9551,257.1816,0,U,49384,999,13329,0.00027667,1.319e-05,0.0,China
RAISE 2,2021-102C,2024-05-04 15:11:18.767904+00:00,15.07322728,0.0013563,97.4241,170.6669,93.1032,267.1748,0,U,49397,999,13631,0.00031369,4.687e-05,0.0,Guinea-Bissau
STARLINK-3154,2021-104K,2024-05-04 20:59:29.814432+00:00,15.08834424,0.0001407,53.2184,3.649,101.5753,258.5398,0,U,49417,999,13815,5.2675e-05,5.5e-06,0.0,Mayotte
STARLINK-3117,2021-104AD,2024-05-04 20:14:33.153792+00:00,15.08836953,0.0001485,53.2161,354.1367,95.0698,265.0463,0,U,49435,999,13826,2.2925e-05,7.7e-07,0.0,Bahamas
STARLINK-3128,2021-104AK,2024-05-04 21:00:52.399872+00:00,15.08848165,0.0001067,53.2168,353.991,78.5749,281.5363,0,U,49441,999,13827,0.00033002,4.969e-05,0.0,Norfolk Island
STARLINK-3122,2021-104AP,2024-05-04 20:55:41.443680+00:00,15.08844087,0.0001367,53.2177,4.4016,111.8354,248.2783,0,U,49445,999,13812,0.00091771,0.00014349,0.0,Egypt
STARLINK-3129,2021-104AX,2024-05-04 19:41:26.456640+00:00,15.08830272,0.000121,53.2165,4.3273,96.6924,263.4206,0,U,49453,999,13811,-4.5768e-05,-1.016e-05,0.0,Thailand
SHIYAN 11 (SY-11),2021-112A,2024-05-04 20:02:07.907136+00:00,15.39431352,0.0007324,97.419,146.505,3.6198,356.5099,0,U,49501,999,13628,0.00040052,0.00015627,0.0,Philippines
STARLINK-3246,2021-115J,2024-05-04 05:08:21.810048+00:00,15.08836304,0.0001273,53.2172,307.1126,90.6585,269.4553,0,U,49732,999,13467,7.0376e-05,8.32e-06,0.0,Nepal
STARLINK-3252,2021-115K,2024-05-04 18:55:00.994080+00:00,15.08826817,0.0001294,53.2167,304.3811,89.6125,270.5015,0,U,49733,999,13476,9.2198e-05,1.179e-05,0.0,Iraq
STARLINK-3203,2021-115AP,2024-05-04 18:20:33.945792+00:00,15.08833842,0.0001006,53.2162,284.4894,85.0384,275.0723,0,U,49761,999,13504,-2.1663e-05,-6.32e-06,0.0,Bahamas
TIANJIN UNIVERSITY 1 (TJU-1),2021-117A,2024-05-04 20:15:07.790688+00:00,15.73416457,0.0002028,97.3162,219.2517,317.5621,42.5486,0,U,49812,999,13539,0.00052365,0.00072881,0.0,Saint Martin
STARLINK-3268,2021-125AL,2024-05-04 01:09:52.853760+00:00,15.08829327,0.0001372,53.2174,27.7015,114.5355,245.578,0,U,50190,999,13440,-0.00012933,-2.345e-05,0.0,Thailand
STARLINK-3257,2021-125AZ,2024-05-03 21:39:18.056448+00:00,15.08835755,0.0002011,53.2182,28.4467,89.7431,270.3791,0,U,50203,999,13178,-4.7358e-05,-1.042e-05,0.0,Egypt
ZY-1 02E,2021-131A,2024-05-04 19:24:05.202720+00:00,14.35378312,0.0001151,98.5087,205.2698,107.7147,252.4164,0,U,50465,999,12347,9.0198e-05,2.15e-06,0.0,Thailand
ONEWEB-0405,2021-132S,2024-05-04 11:53:59.160768+00:00,13.18684649,0.0001564,87.9117,129.4663,93.1449,266.9862,0,U,50485,999,12131,0.00019131,8.8e-07,0.0,Norfolk Island
ONEWEB-0419,2021-132AB,2024-05-04 17:17:13.840512+00:00,13.18686034,0.0002388,87.9116,129.4502,85.1775,274.963,0,U,50494,999,12093,3.9045e-05,2.8e-07,0.0,Norfolk Island
STARLINK-3333,2022-001C,2024-05-04 11:51:04.523904+00:00,15.08829826,0.0001596,53.2166,305.7022,85.421,274.6964,0,U,50805,999,13003,9.2362e-05,1.182e-05,0.0,Bhutan
STARLINK-3302,2022-001AR,2024-05-04 13:13:13.351008+00:00,15.08829969,0.0001397,53.2176,325.4501,81.2226,278.8924,0,U,50842,999,12977,-3.253e-05,-8.05e-06,0.0,French Polynesia
STARLINK-3326,2022-001AT,2024-05-04 12:57:18.351072+00:00,15.08836442,0.0001376,53.2154,325.4971,115.3661,244.7474,0,U,50844,999,12977,9.3406e-05,1.199e-05,0.0,French Polynesia
FLOCK 4X-42,2022-002AL,2024-05-04 19:27:31.965696+00:00,15.45288059,0.0006788,97.3856,200.709,159.5312,200.621,0,U,51018,999,12832,0.001133,0.00054195,0.0,Iraq
FLOCK 4X-32,2022-002AS,2024-05-03 17:38:30.058368+00:00,15.4387476,0.000716,97.3969,200.1731,158.1275,202.028,0,U,51024,999,12814,0.00067837,0.00030807,0.0,Saint Martin
MDASAT-1B,2022-002BU,2024-05-04 17:28:40.126080+00:00,15.32065011,0.000675,97.3959,193.8651,184.4717,175.6465,0,U,51050,999,12781,0.00067249,0.00020788,0.0,Bahamas
STARLINK-3183,2022-005AG,2024-05-04 20:09:16.263648+00:00,15.08828352,0.0001443,53.2175,74.1502,92.0535,268.0622,0,U,51134,999,12826,3.1281e-05,2.1e-06,0.0,Syrian Arab Republic
STARLINK-3369,2022-005AQ,2024-05-03 20:22:24.316320+00:00,15.08833219,0.0001769,53.2184,78.6669,88.2439,271.8755,0,U,51142,999,12699,0.00010859,1.44e-05,0.0,Norfolk Island
STARLINK-3415,2022-010S,2024-05-04 05:09:42.020352+00:00,15.08836829,0.0001312,53.2175,66.8888,86.212,273.9022,0,U,51472,999,12550,-3.3492e-05,-8.21e-06,0.0,South Georgia and the South Sandwich Islands
ONEWEB-0428,2022-012H,2024-05-04 17:44:03.335136+00:00,13.10369941,0.0002283,87.8979,190.0018,107.2613,252.8764,0,U,51629,999,10927,-0.0018214,-6.23e-06,0.0,Norfolk Island
STARLINK-3608,2022-017J,2024-05-04 04:49:47.228448+00:00,15.08834695,0.0001292,53.2148,127.014,90.4457,269.6683,0,U,51776,999,12223,4.8804e-06,-2.1e-06,0.0,Egypt
STARLINK-3625,2022-017K,2024-05-04 04:56:27.970656+00:00,15.08830499,0.000148,53.2169,126.9673,89.643,270.4732,0,U,51777,999,12224,1.5204e-05,-4.6e-07,0.0,Bolivia
STARLINK-3611,2022-017M,2024-05-04 04:51:10.719360+00:00,15.08831295,0.0001386,53.2162,127.0593,98.1485,261.9664,0,U,51779,999,12223,6.9862e-07,-2.77e-06,0.0,Saint Martin
STARLINK-3628,2022-017R,2024-05-04 06:15:57.740544+00:00,15.08834046,0.0001462,53.2156,126.7981,89.1193,270.9966,0,U,51783,999,12224,-3.5887e-05,-8.59e-06,0.0,Bhutan
JILIN-1 GAOFEN 03D13,2022-019Y,2024-05-04 20:37:09.200928+00:00,15.25290575,0.0011985,97.4333,200.2056,38.0142,322.1939,0,U,51846,999,12072,0.00055129,0.00013844,0.0,China
STARLINK-3556,2022-022AB,2024-05-04 11:08:41.638848+00:00,15.08827637,0.0001278,53.2151,145.8343,93.8995,266.2144,0,U,51877,999,12146,-0.00010852,-2.014e-05,0.0,Norfolk Island
STARLINK-3566,2022-022AE,2024-05-04 05:06:57.320352+00:00,15.08826611,0.0001401,53.2141,156.6829,93.4172,266.698,0,U,51880,999,12129,-8.3376e-05,-1.614e-05,0.0,French Polynesia
STARLINK-3587,2022-022AS,2024-05-04 05:29:32.868096+00:00,15.08826064,0.0001424,53.2163,146.8929,103.4573,256.6578,0,U,51892,999,12142,7.8523e-06,-1.63e-06,0.0,Bermuda
STARLINK-3690,2022-025J,2024-05-04 12:40:43.482720+00:00,15.06385699,0.0001499,53.0522,173.4437,80.8593,279.2566,0,U,51964,999,12045,-0.00010651,-1.867e-05,0.0,Bermuda
STARLINK-3681,2022-025N,2024-05-04 04:16:28.773984+00:00,15.06380793,0.0001357,53.0524,174.9286,85.3009,274.8135,0,U,51968,999,12041,-0.00022937,-3.694e-05,0.0,China
STARLINK-3672,2022-025U,2024-05-04 04:48:45.664128+00:00,15.06389492,0.0001914,53.052,178.7835,81.5551,278.5655,0,U,51974,999,12034,7.115e-05,7.78e-06,0.0,Syrian Arab Republic
STARLINK-3589,2022-025AT,2024-05-04 09:57:09.016416+00:00,15.0882238,0.0001244,53.2147,166.057,94.6295,265.4839,0,U,51997,999,12063,-0.0001338,-2.416e-05,0.0,Norfolk Island
STARLINK-3654,2022-025AZ,2024-05-04 12:00:24.751008+00:00,15.08834591,0.000146,53.2147,165.7223,82.6633,277.4525,0,U,52003,999,12065,5.2303e-06,-2.05e-06,0.0,Bermuda
